Ürün Adı,Fiyat,Ekran Boyutu,Bellek (RAM),İşlemci Modeli,Teknik Puan,Link
Dell Vostro 3500 N3004VN3500EMEA_U23,11843.04,15.6 İnç,64 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3004vn3500emea-u23.html
Dell Vostro 3500 N3003VN3500EMEA0_U14,10850.04,15.6 İnç,32 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u14.html
Lenovo ThinkPad L13 Yoga G2 20VK0043TX,12937.84,13.3 İnç,16 GB,Intel Core i7-1165G7,52.0,https://www.epey.com/laptop/lenovo-thinkpad-l13-yoga-g2-20vk0043tx.html
Dell Vostro 3400 N4006VN3400EMEA0_U27,10610.04,14.0 İnç,64 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3400-n4006vn3400emea0-u27.html
Lenovo IdeaPad Gaming 3 81Y400XMTX08,15973.32,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx08.html
Lenovo IdeaPad 5 82FE00K7TX,9116.9,14.0 İnç,16 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/lenovo-ideapad-5-82fe00k7tx.html
Dell Vostro 3400 N4015VN3400EMEA01U12,12650.32,14.0 İnç,64 GB,Intel Core i7-1165G7,52.0,https://www.epey.com/laptop/dell-vostro-3400-n4015vn3400emea01u12.html
Dell G3 15 B750F8512C13,14271.29,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c13.html
Lenovo IdeaPad Gaming 3 81Y400XMTX07,13842.63,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx07.html
Lenovo ThinkPad E15 G3 20YG003YTX,10368.57,15.6 İnç,16 GB,AMD Ryzen 5 5500U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg003ytx.html
Dell Vostro 3500 N3004VN3500EMEA_U22,11314.15,15.6 İnç,64 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3004vn3500emea-u22.html
Dell Vostro 3500 N3003VN3500EMEA0_U13,10226.04,15.6 İnç,32 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u13.html
Lenovo IdeaPad Gaming 3 81Y400LQTX,10824.27,15.6 İnç,16 GB,Intel Core i5-10300H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400lqtx.html
Dell G3 15 B750F8512C24,15465.05,15.6 İnç,16 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c24.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Lenovo IdeaPad Gaming 3 81Y400XQTX,11267.0,15.6 İnç,16 GB,Intel Core i5-10300H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xqtx.html
Dell Vostro 3500 N3004VN3500EMEA_U21,10761.25,15.6 İnç,64 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3004vn3500emea-u21.html
Dell Vostro 3400 B65G7F85N16,12235.65,14.0 İnç,32 GB,Intel Core i7-1165G7,52.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n16.html
Huawei MateBook 14 R5 (16GB/512SSD),10299.0,14.0 İnç,16 GB,AMD Ryzen 5 4600H,52.0,https://www.epey.com/laptop/huawei-matebook-14-16gb-512ssd.html
Lenovo IdeaPad Gaming 3 81Y400LPTX,9799.0,15.6 İnç,16 GB,Intel Core i5-10300H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400lptx.html
MSI Summit E13 Flip Evo A11MT-038TR,17945.0,13.4 İnç,32 GB,Intel Core i7-1185G7,52.0,https://www.epey.com/laptop/msi-summit-e13-flip-evo-a11mt-038tr.html
Lenovo ThinkPad E15 G3 20YG0048TX07,12472.55,15.6 İnç,24 GB,AMD Ryzen 7 5700U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx07.html
Dell Vostro 3500 N3003VN3500EMEA0_U12,9650.04,15.6 İnç,32 GB,Intel Core i5-1135G7,52.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u12.html
Lenovo Thinkpad E14 (2) 20T6000VTX11,10287.55,14.0 İnç,16 GB,AMD Ryzen 5 4500U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx11.html
Dell Vostro 5510 N4008VN5510EMEA01_2201,11626.25,15.6 İnç,16 GB,Intel Core i5-11300H,52.0,https://www.epey.com/laptop/dell-vostro-5510-n4008vn5510emea01-2201.html
Dell G3 15 B750F8512C12,13451.04,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c12.html
Lenovo IdeaPad Gaming 3 81Y400XTTX22,15670.6,15.6 İnç,64 GB,Intel Core i5-10300H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx22.html
Lenovo ThinkPad P14s 20S40044TX,18999.06,14.0 İnç,16 GB,Intel Core i7-10510U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-p14s-20s40044tx.html
Lenovo ThinkPad P15s 20T40039TX,17684.04,15.6 İnç,16 GB,Intel Core i7-10510U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-p15s-20t40039tx.html
HP ZBook Firefly 15 G7 (1J3Q2EA05),24308.05,15.6 İnç,64 GB,Intel Core i7-10610U,52.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-1j3q2ea05.html
Lenovo ThinkPad E15 G3 20YG0048TX06,12366.71,15.6 İnç,24 GB,AMD Ryzen 7 5700U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx06.html
Dell Vostro 3400 N4015VN3400EMEA01U07,11222.0,14.0 İnç,16 GB,Intel Core i7-1165G7,52.0,https://www.epey.com/laptop/dell-vostro-3400-n4015vn3400emea01u07.html
Dell G3 15 B750F8512C23,14657.55,15.6 İnç,16 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c23.html
Dell G3 15 B750F8512C11,13113.29,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c11.html
Dell Vostro 3400 B65G7F85N15,11498.45,14.0 İnç,32 GB,Intel Core i7-1165G7,52.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n15.html
Lenovo IdeaPad Gaming 3 81Y400XMTX05,14547.36,15.6 İnç,32 GB,Intel Core i7-10750H,52.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx05.html
Lenovo ThinkPad P15s 20T4003ATX,18871.36,15.6 İnç,16 GB,Intel Core i7-10610U,52.0,https://www.epey.com/laptop/lenovo-thinkpad-p15s-20t4003atx.html
Lenovo V17 82GX0098TX,9071.55,17.3 İnç,12 GB,Intel Core i7-1065G7,52.0,https://www.epey.com/laptop/lenovo-v17-82gx0098tx.html
HP Pavilion Aero 13-be0006nt (4H0P5EA),11187.0,13.3 İnç,8 GB,AMD Ryzen 7 5800U,52.0,https://www.epey.com/laptop/hp-pavilion-aero-13-be0006nt-4h0p5ea.html
Lenovo ThinkPad E15 G3 20YG0048TX05,11433.94,15.6 İnç,24 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx05.html
Dell Vostro 3400 B65G7F85N19,13433.59,14.0 İnç,64 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n19.html
HP Pavilion Aero 13-be0005nt (4H0P4EA),9903.77,13.3 İnç,8 GB,AMD Ryzen 7 5800U,51.0,https://www.epey.com/laptop/hp-pavilion-aero-13-be0005nt-4h0p4ea.html
Lenovo IdeaPad Gaming 3 81Y400D1TX15,14387.22,15.6 İnç,16 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400d1tx15.html
Lenovo IdeaPad Gaming 3 81Y400XTTX21,14888.6,15.6 İnç,64 GB,Intel Core i5-10300H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx21.html
Dell Latitude 7320 N061L732013EMEA,17574.9,13.3 İnç,16 GB,Intel Core i5-1145G7,51.0,https://www.epey.com/laptop/dell-latitude-7320-n061l732013emea.html
Dell Vostro 3400 B65G7F85N14,11330.04,14.0 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n14.html
Lenovo IdeaPad Gaming 3 81Y400D1TX03,14247.85,15.6 İnç,32 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400d1tx03.html
Dell Precision M7540 OSLO,25999.99,15.6 İnç,8 GB,Intel Core i7-9850H,51.0,https://www.epey.com/laptop/dell-precision-m7540-oslo.html
HP Pavilion Gaming 15-dk2019nt (4G8R7EA),11033.52,15.6 İnç,8 GB,Intel Core i5-11300H,51.0,https://www.epey.com/laptop/hp-pavilion-gaming-15-dk2019nt-4g8r7ea.html
Lenovo IdeaPad Gaming 3 81Y400XMTX04,15646.92,15.6 İnç,16 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx04.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
"Microsoft Surface Book 2 13.5""",41284.8,13.5 İnç,16 GB,Intel Core i7-8650U,51.0,https://www.epey.com/laptop/microsoft-surface-book-2-13-5-hnn-00001.html
Dell Vostro 3400 N4015VN3400EMEA01U06,10475.72,14.0 İnç,16 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-n4015vn3400emea01u06.html
"Microsoft Surface Book 3 13.5"" SKY-00001",23334.4,13.5 İnç,16 GB,Intel Core i7-1065G7,51.0,https://www.epey.com/laptop/microsoft-surface-book-3-13-5-sky-00001.html
Lenovo Thinkpad E14 (2) 20T6000VTX18,11104.55,14.0 İnç,40 GB,AMD Ryzen 5 4500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx18.html
HP ZBook Firefly 15 G7 (118P2ES08),24500.04,15.6 İnç,64 GB,Intel Core i7-10810U,51.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-118p2es08.html
Lenovo IdeaPad Gaming 3 81Y400XTTX20,14497.6,15.6 İnç,64 GB,Intel Core i5-10300H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx20.html
MSI Prestige 15 A11SCX-223TR,14215.0,15.6 İnç,8 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/msi-prestige-15-a11scx-223tr.html
Dell Inspiron 7577 FB70W161C,16444.0,15.6 İnç,16 GB,Intel Core i7-7700HQ,51.0,https://www.epey.com/laptop/dell-inspiron-7577-fb70w161c.html
MSI Prestige 15 A11SC-012TR,18557.3,15.6 İnç,8 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/msi-prestige-15-a11sc-012tr.html
Lenovo ThinkPad E15 G3 20YG0048TX03,12165.05,15.6 İnç,16 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx03.html
Dell Latitude 7520 N012L752015EMEA,20767.32,15.6 İnç,16 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/dell-latitude-7520-n012l752015emea.html
Casper Excalibur G770.1140-8VJ0X,10639.05,15.6 İnç,8 GB,Intel Core i5-11400H,51.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-8vj0x.html
Dell Latitude 7520 N011L752015EMEA,20299.0,15.6 İnç,16 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-latitude-7520-n011l752015emea.html
Lenovo ThinkPad E15 G3 20YG0048TX04,10992.55,15.6 İnç,24 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx04.html
Dell Vostro 3400 B65G7F85N18,12696.4,14.0 İnç,64 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n18.html
MSI Prestige 14 Evo A11MO-051TR,13722.88,14.0 İnç,16 GB,Intel Core i7-1195G7,51.0,https://www.epey.com/laptop/msi-prestige-14-evo-a11mo-051tr.html
Lenovo Yoga S940 81Q8005ATX,19499.02,14.0 İnç,16 GB,Intel Core i7-1065G7,51.0,https://www.epey.com/laptop/lenovo-yoga-s940-81q8005atx.html
Lenovo ThinkPad T14 G2 20W1003YAU09,20396.04,14.0 İnç,48 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/lenovo-thinkpad-t14-g2-20w1003yau09.html
Dell Vostro 3500 N3003VN3500EMEA0_U08,9890.04,15.6 İnç,16 GB,Intel Core i5-1135G7,51.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u08.html
Asus ZenBook 14 UM425UA-KI217,9578.07,14.0 İnç,16 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/asus-zenbook-14-um425ua-ki217.html
Lenovo IdeaPad Gaming 3 81Y400XTTX19,14009.7,15.6 İnç,64 GB,Intel Core i5-10300H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx19.html
Lenovo Thinkpad E14 G3 20Y7004ETX16,13198.07,14.0 İnç,40 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-3-20y7004etx16.html
"Huawei MateBook X Pro 13.9"" (2020)",18460.65,13.9 İnç,16 GB,Intel Core i7-10510U,51.0,https://www.epey.com/laptop/huawei-matebook-x-pro-13-9-2020.html
HP ZBook Firefly 15 G7 (1J3Q2EA04),23108.04,15.6 İnç,64 GB,Intel Core i7-10610U,51.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-1j3q2ea04.html
Dell Vostro 15 3500 N3008VN3500EMEA01U11,12371.04,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u11.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ16,12371.04,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz16.html
Lenovo IdeaPad Gaming 3 81Y400XMTX03,14901.96,15.6 İnç,16 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx03.html
HP ZBook Firefly 15 G8 (2C9S6EA03),21236.04,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g8-2c9s6ea03.html
Dell Vostro 3400 B65G7F85N17,12373.87,14.0 İnç,64 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n17.html
Lenovo Thinkpad E14 (2) 20TA0056TX10,15959.05,14.0 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20ta0056tx10.html
Dell XPS 13 9310 XPS139310TGLU3400P,24385.45,13.4 İnç,16 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/dell-xps-13-9310-xps139310tglu3400p.html
"Microsoft Surface Book 2 13.5""",37947.8,13.5 İnç,16 GB,Intel Core i7-8650U,51.0,https://www.epey.com/laptop/microsoft-surface-book-2-13-5-hnl-00001.html
Lenovo Thinkpad E14 (2) 20T6000VTX17,10515.55,14.0 İnç,40 GB,AMD Ryzen 5 4500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx17.html
Dell Latitude 5520 N018L552015EMEA_W,16809.13,15.6 İnç,16 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/dell-latitude-5520-n018l552015emea-w.html
Casper Excalibur G770.1140-8DL0X-B,10449.05,15.6 İnç,8 GB,Intel Core i5-11400H,51.0,https://www.epey.com/laptop/casper-excalibur-g770-1140-8dl0x-b.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
Lenovo ThinkPad E15 G3 20YG0048TX01,11065.34,15.6 İnç,16 GB,AMD Ryzen 7 5700U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx01.html
Lenovo ThinkPad E15 G3 20YG007ATX,8608.73,15.6 İnç,16 GB,AMD Ryzen 5 5500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg007atx.html
Dell Latitude 9520 N007L952015EMEA_W,24737.07,15.0 İnç,16 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/dell-latitude-9520-n007l952015emea-w.html
Asus TUF Gaming A15 FA506II-BQ018,10724.02,15.6 İnç,8 GB,AMD Ryzen 5 4600H,51.0,https://www.epey.com/laptop/asus-tuf-gaming-a15-fa506ii-bq018.html
Dell G3 15 B750F8512C07,13354.54,15.6 İnç,16 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c07.html
Lenovo IdeaPad Gaming 3 81Y400XMTX02,14622.6,15.6 İnç,16 GB,Intel Core i7-10750H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xmtx02.html
Dell Latitude 5420 N028L542014EMEA_W,15753.27,14.0 İnç,16 GB,Intel Core i7-1185G7,51.0,https://www.epey.com/laptop/dell-latitude-5420-n028l542014emea-w.html
HP ProBook x360 435 G7 (175X5EA11),13657.44,13.3 İnç,64 GB,AMD Ryzen 5 4500U,51.0,https://www.epey.com/laptop/hp-probook-x360-435-g7-175x5ea11.html
Lenovo Thinkpad E14 G3 20Y70047TX,8789.0,14.0 İnç,16 GB,AMD Ryzen 5 5500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-g3-20y70047tx.html
Game Garaj Hunter 5TN-01,8741.06,15.6 İnç,16 GB,Intel Core i5-10300H,51.0,https://www.epey.com/laptop/game-garaj-hunter-5tn-01.html
Lenovo ThinkPad T14 G2 20W1003YAU08,19977.47,14.0 İnç,48 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/lenovo-thinkpad-t14-g2-20w1003yau08.html
Lenovo Thinkpad E14 (2) 20T6000VTX16,10012.05,14.0 İnç,40 GB,AMD Ryzen 5 4500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-2-20t6000vtx16-siyah.html
Lenovo Thinkpad E14 G3 20Y7007BTX,8074.05,14.0 İnç,16 GB,AMD Ryzen 5 5500U,51.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-3-20y7007btx.html
Dell Vostro 3500 N3003VN3500EMEA0_U07,9140.7,15.6 İnç,16 GB,Intel Core i5-1135G7,51.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u07.html
Dell Vostro 15 3500 N3003VN3500EMEA01A17,10827.62,15.6 İnç,32 GB,Intel Core i5-1135G7,51.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3003vn3500emea01a17.html
Lenovo IdeaPad Gaming 3 81Y400XTTX18,13179.25,15.6 İnç,64 GB,Intel Core i5-10300H,51.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx18.html
HP ZBook Firefly 15 G7 (1J3Q2EA03),22676.04,15.6 İnç,64 GB,Intel Core i7-10610U,51.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-1j3q2ea03.html
Dell Vostro 15 3500 N3008VN3500EMEA01U10,11186.99,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u10.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ15,11651.04,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz15.html
Dell G15 Gaming 5510 6C570D5F167CL11,13811.04,15.6 İnç,64 GB,Intel Core i5-10200H,51.0,https://www.epey.com/laptop/dell-g15-gaming-5510-6c570d5f167cl11.html
HP 250 G7 (10R48EA),9067.5,15.6 İnç,16 GB,Intel Core i5-1035G1,51.0,https://www.epey.com/laptop/hp-250-g7-10r48ea.html
HP ZBook Firefly 15 G8 (2C9S6EA02),20468.03,15.6 İnç,32 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g8-2c9s6ea02.html
Dell Vostro 3400 B65G7F85N10,11268.07,14.0 İnç,16 GB,Intel Core i7-1165G7,51.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n10.html
MSI GE63 Raider 7RD-010TR,16695.0,15.6 İnç,16 GB,Intel Core i7-7700HQ,50.0,https://www.epey.com/laptop/msi-ge63-7rd-010tr.html
Dell Vostro 15 3500 N3008VN3500EMEA01U13,13571.04,15.6 İnç,64 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u13.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ19,13571.04,15.6 İnç,64 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz19.html
Dell Vostro 3500 N3003VN3500EMEA0_U06,8690.04,15.6 İnç,16 GB,Intel Core i5-1135G7,50.0,https://www.epey.com/laptop/dell-vostro-3500-n3003vn3500emea0-u06.html
HP ZBook Firefly 15 G7 (118P2ES07),23540.04,15.6 İnç,64 GB,Intel Core i7-10810U,50.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-118p2es07.html
Lenovo IdeaPad Gaming 3 81Y400XTTX17,12836.71,15.6 İnç,64 GB,Intel Core i5-10300H,50.0,https://www.epey.com/laptop/lenovo-ideapad-gaming-3-81y400xttx17.html
HP ZBook Firefly 14 G7 (111B9EA),18452.04,14.0 İnç,16 GB,Intel Core i7-10510U,50.0,https://www.epey.com/laptop/hp-zbook-firefly-14-g7-111b9ea.html
Lenovo ThinkPad E15 G3 20YG0048TX,10382.17,15.6 İnç,16 GB,AMD Ryzen 7 5700U,50.0,https://www.epey.com/laptop/lenovo-thinkpad-e15-g3-20yg0048tx.html
Acer Nitro 5 AN515-55,10043.07,15.6 İnç,16 GB,Intel Core i5-10300H,50.0,https://www.epey.com/laptop/acer-nitro-5-an515-55.html
Dell G3 15 B750F8512C06,12534.29,15.6 İnç,16 GB,Intel Core i7-10750H,50.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c06.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ14,11399.99,15.6 İnç,32 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz14.html
Dell Vostro 3400 N4013VN3400EMEA01A16,9842.04,14.0 İnç,32 GB,Intel Core i5-1135G7,50.0,https://www.epey.com/laptop/dell-vostro-3400-n4013vn3400emea01a16.html
Huawei MateBook 14 R7 (16GB/512SSD),,14.0 İnç,16 GB,AMD Ryzen 7 4800H,,https://track.adform.net/C/?bn=50429250
HP ProBook x360 435 G7 (175X5EA10),13014.24,13.3 İnç,64 GB,AMD Ryzen 5 4500U,50.0,https://www.epey.com/laptop/hp-probook-x360-435-g7-175x5ea10.html
Asus UX434FLC-A6133T,19011.52,14.0 İnç,16 GB,Intel Core i7-10510U,50.0,https://www.epey.com/laptop/asus-ux434flc-a6133t.html
HP Pavilion Gaming 15-dk2007nt (4G8Q5EA),11028.87,15.6 İnç,8 GB,Intel Core i7-11370H,50.0,https://www.epey.com/laptop/hp-pavilion-gaming-15-dk2007nt-4g8q5ea.html
HP 17-cn0010nt (4J0L5EA),10090.49,17.3 İnç,16 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/hp-17-cn0010nt-4j0l5ea.html
Dell Vostro 15 3500 N3003VN3500EMEA01A16,10228.64,15.6 İnç,32 GB,Intel Core i5-1135G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3003vn3500emea01a16.html
HP ProBook 650 G8 (3S8P1EA),12372.0,15.6 İnç,16 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/hp-probook-650-g8-3s8p1ea.html
Dell Vostro 3400 N4006VN3400EMEA0_U23,10082.04,14.0 İnç,32 GB,Intel Core i5-1135G7,50.0,https://www.epey.com/laptop/dell-vostro-3400-n4006vn3400emea0-u23.html
Dell G3 15 B750F8512C05,12163.47,15.6 İnç,16 GB,Intel Core i7-10750H,50.0,https://www.epey.com/laptop/dell-g3-15-b750f8512c05.html
Dell G15 Gaming 5510 6C570D5F167CL10,13065.0,15.6 İnç,64 GB,Intel Core i5-10200H,50.0,https://www.epey.com/laptop/dell-g15-gaming-5510-6c570d5f167cl10.html
Dell Vostro 3400 B65G7F85N09,10521.75,14.0 İnç,16 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-3400-b65g7f85n09.html
Dell Latitude 5320 N019L532013EMEA_W,16107.51,13.3 İnç,16 GB,Intel Core i7-1185G7,50.0,https://www.epey.com/laptop/dell-latitude-5320-n019l532013emea-w.html
HP ProBook x360 435 G7 (175X5EA09),12457.44,13.3 İnç,64 GB,AMD Ryzen 5 4500U,50.0,https://www.epey.com/laptop/hp-probook-x360-435-g7-175x5ea09.html
MSI Summit E13 Flip Evo A11MT-219TR,18333.0,13.4 İnç,16 GB,Intel Core i7-1185G7,50.0,https://www.epey.com/laptop/msi-summit-e13-flip-evo-a11mt-219tr.html
Lenovo Thinkpad E14 G3 20Y7004ETX13,12257.18,14.0 İnç,40 GB,AMD Ryzen 7 5700U,50.0,https://www.epey.com/laptop/lenovo-thinkpad-e14-3-20y7004etx13.html
HP 240 G8 (34P71ES11),10216.44,14.0 İnç,64 GB,Intel Core i5-1035G1,50.0,https://www.epey.com/laptop/hp-240-g8-34p71es11.html
Dell Vostro 15 3500 N3008VN3500EMEA01U12,12803.04,15.6 İnç,64 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01u12.html
Dell Vostro 15 3500 N3008VN3500EMEA01UZ18,12803.04,15.6 İnç,64 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3008vn3500emea01uz18.html
HP ZBook Firefly 15 G7 (118P2ES06),22820.04,15.6 İnç,64 GB,Intel Core i7-10810U,50.0,https://www.epey.com/laptop/hp-zbook-firefly-15-g7-118p2es06.html
Dell Vostro 15 3500 N3003VN3500EMEA01A15,10227.19,15.6 İnç,32 GB,Intel Core i5-1135G7,50.0,https://www.epey.com/laptop/dell-vostro-15-3500-n3003vn3500emea01a15.html
HP ZBook Firefly 14 G7 (111C6EA),16772.04,14.0 İnç,16 GB,Intel Core i7-10510U,50.0,https://www.epey.com/laptop/hp-zbook-firefly-14-g7-111c6ea.html
Asus X515EP-BQ123T,12004.0,15.6 İnç,16 GB,Intel Core i7-1165G7,50.0,https://www.epey.com/laptop/asus-x515ep-bq123t.html
Lenovo Yoga C940 81Q9007FTX,15794.02,14.0 İnç,16 GB,Intel Core i7-1065G7,50.0,https://www.epey.com/laptop/lenovo-yoga-c940-81q9007ftx.html
